username,timestamp,tweet,tox,toxlabel
wespiser,2016-12-22 13:21:04,Runtime code generation for x86-64 machine code in #haskell https://www.youtube.com/watch?v=H8gPOHb2A-0 ...https://github.com/divipp/x86-64 ,0.036120936,PROBABILITY
wespiser,2016-12-21 19:09:39,I've been pretty quiet on the Althea front lately so here's an update: http://altheamesh.com/blog/development-update/ ...,0.13144624,PROBABILITY
wespiser,2016-12-13 04:22:17,Fun project for an ambitious Haskeller would be a Core/STG explorer like this:  http://godbolt.org/ ,0.06760371,PROBABILITY
wespiser,2016-12-13 19:30:49,"In 20 years of engineering I've never said ""thank goodness we hired someone who can reverse a b tree on a whiteboard while strangers watch""",0.07069215,PROBABILITY
wespiser,2016-12-09 07:23:46,Machine learning is not magic. It's just linear algebra + optimization. If something sounds too good to be true it is. https://twitter.com/mikeloukides/status/807191948331274240 ...,0.029783642,PROBABILITY
wespiser,2013-01-11 02:29:14,The bullshit asimmetry: the amount of energy needed to refute bullshit is an order of magnitude bigger than to produce it.,0.8613184,PROBABILITY
wespiser,2016-12-04 06:14:15,University of Nottingham compilers course done in Haskell (Lecture Notes):  http://www.cs.nott.ac.uk/~psznhn/G53CMP/#overview ...,0.09891226,PROBABILITY
wespiser,2016-12-03 09:33:28,The Lean Homotopy Type Theory Library https://github.com/leanprover/lean2/blob/master/hott/hott.md ...,0.08190571,PROBABILITY
wespiser,2016-11-28 11:05:49,Write You A Scheme Version 2: New and improved for the rigors of modern industry!  https://wespiser.com/writings/wyas/home.html .... #haskell #scheme,0.09789361,PROBABILITY
wespiser,2016-11-20 21:35:01,World class trolling before it was a thing. By the ever-witty Brits. Of course.pic.twitter.com/wc4x7A9TbT,0.15284367,PROBABILITY
wespiser,2016-11-15 23:45:44,RDF for Haskell great work!!!  http://robstewart57.github.io/rdf4h/ ,0.06749827,PROBABILITY
wespiser,2016-11-02 08:44:47,From Per Martin-Lof's 1985 paper @splashconpic.twitter.com/SirDtU68vd,0.033167906,PROBABILITY
wespiser,2016-11-06 14:03:51,Depending on huge transitive dependency trees is a form of technical debt when upstream libraries become unmaintained or undocumented.,0.038622763,PROBABILITY
wespiser,2016-11-02 16:37:40,Spent the last two months think no one cared about parsers...glad to see thats not that case!  https://arxiv.org/abs/1611.00020 ,0.11860288,PROBABILITY
wespiser,2016-10-17 15:37:30,Strict `sum` and `product` by default. Yay or nay? https://github.com/sdiehl/protolude/pull/26 ...,0.10727775,PROBABILITY
wespiser,2016-08-31 17:03:48,"Pro tip: when interviewing someone for a ""data science"" position use the term ""frequency"" correctly. #wordsmatter #math",0.06742294,PROBABILITY
wespiser,2016-08-30 19:40:03,One Year of @rustlang. My thoughts and musings on my own accomplishments and the community as a whole http://mgattozzi.github.io/2016/08/30/1-year-of-rust.html ...,0.10477658,PROBABILITY
wespiser,2016-08-21 00:54:39,The war being fought in your browser's DOM between your adblocker and the adserver is fascinating: https://www.whitehatsec.com/blog/the-ad-blocking-wars-ad-blockers-vs-ad-tech/ ...,0.22562914,PROBABILITY
wespiser,2016-08-15 03:19:56,OOP is when you take perfectly fine functions and stuff them into needlessly stateful objects because of theatrics.,0.19358622,PROBABILITY
wespiser,2016-08-11 12:59:24,Your daily dose of the near Orwellian future:  http://nyti.ms/2ays4c9 ,0.22080839,PROBABILITY
wespiser,2016-08-09 22:04:43,Congrats to the Snap team on 1.0 release!  http://snapframework.com/blog/2016/08/07/snap-1.0-released ... #haskell,0.072748855,PROBABILITY
wespiser,2016-08-06 20:08:51,This used to be a munition and couldn't be put online says @ncardozo. Everyone pulls out their phones to tweet it.pic.twitter.com/XoHv213l4r,0.075756155,PROBABILITY
wespiser,2016-07-22 14:31:15,The standard normal probability density is its own Fourier transform.,0.0318531,PROBABILITY
wespiser,2016-07-12 19:23:12,"I am rather alarmed by the fact that official instructions for nodejs installs consist of ""curl ... | sh"" Once again ""don't think too hard""",0.28260455,PROBABILITY
wespiser,2016-06-02 09:27:14,"""The problem is much harder than I thought it would be. Big data alone isn't going to save us."" http://www.theatlantic.com/science/archive/2016/06/can-neuroscience-understand-donkey-kong-let-alone-a-brain/485177/ ...",0.10084424,PROBABILITY
wespiser,2016-05-27 09:09:00,#JPEG #TheDefinitiveGuidepic.twitter.com/s4Xp9eAfJw,0.07000579,PROBABILITY
wespiser,2016-04-28 06:44:52,Dutch starvation during WW2 https://twitter.com/Point_Mutation/status/725517442416447488 ...,0.087201305,PROBABILITY
wespiser,2016-04-28 06:42:30,we need to be doing better which Bayes was the solution to thinking hard about things... https://twitter.com/hildabast/status/724621775670251520 ...,0.09425175,PROBABILITY
wespiser,2016-04-28 06:37:57,#haskell what would be the best approach to build a plotting b on the same order of magnitude as R's ggolot2?,0.08796771,PROBABILITY
wespiser,2016-03-31 13:30:07,It's taken months of learning #haskell to understand type-level programming besides Servant are there any other production level examples?,0.030681198,PROBABILITY
wespiser,2016-03-28 21:18:13,Q: How difficult is it to contribute to a Haskell code base? To replace Haskell talent when someone leaves?A: https://www.youtube.com/watch?v=R4nLSxCKkNw&feature=youtu.be&t=34m38s ...,0.11608654,PROBABILITY
wespiser,2016-03-20 01:27:53,If you've ever wanted a pure Haskell way to generate textual IR from llvm-general-pure have a prototype going: https://github.com/sdiehl/llvm-pp ,0.03712627,PROBABILITY
wespiser,2016-03-19 23:24:03,Maybe by 2025 we can finally jettison the last vestige of 1960's style non-structured programming: non-local control flow with exceptions.,0.07714452,PROBABILITY
wespiser,2016-02-05 18:37:10,In other #Haskell news I've been working on an FKS-based static dictionary library.  It's done and starts to beat IntMap at 1000s of ents.,0.06391969,PROBABILITY
wespiser,2016-02-18 17:49:25,If you work in tech in Boston there's pretty much no reason to ever sign a non-compete. It forces talent away.  http://techcrunch.com/2016/02/18/silicon-valley-keeps-winning-because-non-competes-limit-innovation/ ...,0.045805514,PROBABILITY
wespiser,2016-02-02 15:01:40,Haskell SQL libraries: endless boilerplate opaque metaprogramming or wall of 15 language exts and no inference. Pick two.,0.0975234,PROBABILITY
wespiser,2016-02-15 10:22:34,Currently coordinating with Chlipala to plan PL/Type Theory events. #PL #TypeTheory,0.114334725,PROBABILITY
wespiser,2016-02-05 19:32:15,memory tweeps: in our species' history space & time have never been dissociated; so why would we evolve nonoverlapping circuits for each?,0.1417511,PROBABILITY
wespiser,2016-01-30 18:30:06,New blog post on editor tooling: Vim and Haskell in 2016 http://www.stephendiehl.com/posts/vim_2016.html ...,0.055062935,PROBABILITY
wespiser,2016-01-26 07:27:31,"Is there any better compliment for a statistician than to be called ""Sensible"" by a respected colleague?",0.09353158,PROBABILITY
wespiser,2016-01-25 10:03:48,What's the equivalent term of obscurantist prose but for academic code? Think this term needs to exist.,0.07371962,PROBABILITY
wespiser,2015-12-30 12:52:14,A Practical Introduction to Haskell GADTs by Richard Eisenberg https://www.youtube.com/watch?v=6snteFntvjM ...,0.06680576,PROBABILITY
wespiser,2016-01-22 13:10:40,"A 90s classic:""@benjamingb: Why Functional Programming Matters https://www.cs.kent.ac.uk/people/staff/dat/miranda/whyfp90.pdf ...#haskell #clojure #erlang #scheme #lisp""",0.08987725,PROBABILITY
wespiser,2016-01-22 02:02:20,really cool #haskell library showing off interpretation strategies:  https://github.com/luqui/vatican ,0.092571855,PROBABILITY
wespiser,2016-01-21 23:21:29,The real research parasite in the university is the individual who feeds on the research of others who are under him  http://www.ganino.com/games/Science/science%20magazine%201964-1965/root/data/Science%201964-1965/pdf/1965_v149_n3686/1716027.pdf ...,0.6079781,PROBABILITY
wespiser,2016-01-19 14:38:40,data modelling in #Excell or spreadsheets is like eating yogurt with chopsticks...,0.044819638,PROBABILITY
wespiser,2016-01-18 22:24:58,It's nice to see some #haskell code call back to my origins in biology... http://savinaroja.github.io/2016/01/11/haskell-meets-the-central-dogma/ ...,0.038888782,PROBABILITY
wespiser,2016-01-17 15:58:09,Drawing Trees w/ Haskell:  http://fhtr.blogspot.com/2008/12/drawing-tree-with-haskell-and-cairo.html ...,0.08975902,PROBABILITY
wespiser,2016-01-16 01:16:42,"""Why Wikipedia might be the most important invention ever""  http://fusion.net/story/256371/wikipedia-15-years-old/ ...pic.twitter.com/fiiw2kUZeg",0.10001168,PROBABILITY
wespiser,2016-01-15 15:56:12,An interesting statically typed Lisp language in Haskell.  http://oden-lang.org/index.html  /ht @owickstrom,0.12308238,PROBABILITY
wespiser,2016-01-14 13:38:43, http://zinkov.com/posts/2016-01-12-indentation-sensitive-parsing/ ... Indentation sensitive parsing the easy way #Haskell,0.06914544,PROBABILITY
wespiser,2016-01-04 10:56:07,New blog post on JIT compilation: Monads to Machine Code http://www.stephendiehl.com/posts/monads_machine_code.html ...,0.031818584,PROBABILITY
wespiser,2016-01-05 03:58:16,I'm speaking at Compose Conf 2016 about native GUIs in #haskell!  http://www.composeconference.org/2016/speakers/ ,0.100284055,PROBABILITY
wespiser,2016-01-06 13:44:39,The HaskellR project  http://tweag.github.io/HaskellR/  HT @JohnDCook #haskell #rstats #coding #datascience,0.08830053,PROBABILITY
wespiser,2016-01-09 15:16:19,Looks like MIT is teaching from the right books for programming language courses.pic.twitter.com/tiULs5o4Wg,0.051401563,PROBABILITY
wespiser,2015-10-18 04:52:29,PILOT OVER INTERCOM: alright folks by a show of hands who has ever made a small and understandable mistake?,0.18965408,PROBABILITY
wespiser,2015-12-30 22:17:13,"can't unbreak account I created at   https://step.state.gov   ""Server Error in '/STEP' Application. Object reference not set to an instance""",0.06572229,PROBABILITY
wespiser,2015-12-06 22:16:27,Paper on the math behind Quantile Factor Models  http://www.chenliangoxford.com/uploads/2/3/3/0/23304548/qfm.pdf ...,0.10866138,PROBABILITY
wespiser,2015-11-23 09:17:39,wonderful book! https://twitter.com/smdiehl/status/667494376235364352 ...,0.05542184,PROBABILITY
wespiser,2015-11-03 12:53:42,Ramen at Santouka in Cambridge.pic.twitter.com/gxwpVpngQz,0.13829777,PROBABILITY
wespiser,2015-09-04 07:52:52,cool article on Bayesian Regression! http://www.r-bloggers.com/bayesian-regression-models-using-stan-in-r/ ...,0.04352262,PROBABILITY
DerryIrvine,2018-10-19 12:49:17,Fuck feminism im all for equal rights but feminists take the actual piss these days like its laughable,0.96499276,PROBABILITY
DerryIrvine,2018-10-19 12:47:35,Time for this long ass flight home,0.88900244,PROBABILITY
DerryIrvine,2018-10-17 13:54:55,pic.twitter.com/D5uVO362T9,0.094462626,PROBABILITY
DerryIrvine,2018-10-11 16:36:26,To be totally honest Im still baffled at how McLeish managed to get the job again in the first place griffiths done well ti walk fucking shambles,0.8701895,PROBABILITY
DerryIrvine,2018-10-11 13:54:06,No matter what result Scotland gets tonight and I hope it's a win !  Can you tell me why someone that scores 4 goals just last weekend doesn't get a start  #mustbesometeam,0.09165318,PROBABILITY
DerryIrvine,2018-10-08 23:07:51,Venom did not disappoint! Canny wait for the next one was like a big child watching it,0.3214531,PROBABILITY
DerryIrvine,2018-10-08 12:04:58,Mcdonald's past midnight is absolute chaos pic.twitter.com/8nQf4uuR05,0.16976751,PROBABILITY
DerryIrvine,2018-10-06 03:07:30,British Airways are a fucking disgrace. Never flying with them again,0.9513933,PROBABILITY
DerryIrvine,2018-10-04 14:11:13,As much as I love him when are we actually going to replace lustig? Polices mens hat or no hes gash,0.10594784,PROBABILITY
DerryIrvine,2018-10-04 13:11:03,Wee promotion before I broke off work today got my own site to manage/run when I come back from florida,0.11211405,PROBABILITY
DerryIrvine,2018-09-29 16:00:34,The reactions to other Celtic players goals is life.... Zoom in Always try and be yourself if that's not possible be Tom Rogic.pic.twitter.com/kMHMvQiLLW,0.14305788,PROBABILITY
DerryIrvine,2018-10-02 04:53:32,Canny wait to see all the hearts fans hopes and dreams being crushed when they eventually lose that top spot,0.18708296,PROBABILITY
DerryIrvine,2018-09-28 21:03:00,Deena about yous but this is why I love Newcastle so muchpic.twitter.com/uRTQlmrGJm,0.1078411,PROBABILITY
DerryIrvine,2018-09-28 07:12:45,Someone should make a documentary investigating what charities really do with the money there given id watch that,0.1811759,PROBABILITY
DerryIrvine,2018-09-27 14:50:39,Anybody else sit on there phone for a while in the car after youve finished work and went home?,0.11478675,PROBABILITY
DerryIrvine,2018-09-27 08:16:36,Dinny get it smarties mcflurry was the worst out the lot of them,0.39069965,PROBABILITY
DerryIrvine,2018-09-26 13:38:27,Away to florida a week on Saturday and im struggling where the fucks the pay pigs for boys about I dinny mind shelling out pics of my feet?,0.8123518,PROBABILITY
DerryIrvine,2018-09-25 15:31:10,Watch: Young Rangers fan thanks @CelticFC  star Johnny Hayes after he rescued him from a bully gangRead more:  https://bit.ly/2xyta0T pic.twitter.com/wcE9eMmaQ6,0.26266378,PROBABILITY
DerryIrvine,2018-09-25 10:19:58,Fuck festivals fuck raves fuck the sesh! The boring mellow life is for me,0.97392017,PROBABILITY
DerryIrvine,2018-09-25 03:56:15,Feel like absolute death 25 year old and a want ma maw to look after me,0.43895766,PROBABILITY
DerryIrvine,2018-09-19 19:21:09,Last day at work tomorrow then mint festival with the boys!,0.08228537,PROBABILITY
DerryIrvine,2018-09-12 13:29:02,Sitting in the Motherwell end of the press section watching and listening to this.pic.twitter.com/S3UEswPIVT,0.068337485,PROBABILITY
DerryIrvine,2018-09-10 03:23:32,Dont mean to be disrespectful but why is it that it takes a celebrity to die for people to suddenly care about mental health/drug abuse? Few weeks will pass and everyone will forget and the experts will go quiet.,0.15923882,PROBABILITY
DerryIrvine,2018-08-26 09:32:53,"a canny stop laughing at the ""here we fucking gooo""pic.twitter.com/wVdk1j9Aed - at Bellahouston Park",0.86412185,PROBABILITY
DerryIrvine,2018-09-02 09:58:57,Rangers fans - Ticket for Celtic Park - PS50. 2 bottles of buckie PS15. Reaction to being locked in and watching  @Leighgriff09 and @ScottBrown8 bamming you up. PRICELESS!pic.twitter.com/glkq4Yp9pY,0.14027667,PROBABILITY
DerryIrvine,2018-09-02 08:59:41,Get those fucking disco lights on bhoys!,0.9031241,PROBABILITY
DerryIrvine,2018-09-02 08:57:09,Glasgows STILL green and white,0.13519752,PROBABILITY
DerryIrvine,2018-09-02 08:52:36,QUESTION US NOW!!GLASGOW IS GREEN AND WHITE,0.14481598,PROBABILITY
DerryIrvine,2018-08-31 09:17:46,Cant wait to get home tonight for a chilled weekend with the mrs,0.15710424,PROBABILITY
DerryIrvine,2018-08-29 15:16:15,Dear @celticfc....pic.twitter.com/b91dfhyIbz,0.1471059,PROBABILITY
DerryIrvine,2018-08-23 13:42:48,No long till florida now with the mrs! @hayleyyoung93,0.27028978,PROBABILITY
DerryIrvine,2018-08-17 06:01:05,#WelcomeArzani pic.twitter.com/DEpD54JfL1,0.14012231,PROBABILITY
DerryIrvine,2018-08-14 19:35:44,Brendan Rodgers canny be getting the blame for that shite tonight? Time after time Lawwell and the money men behind celtic have failed to deliver. To succeed you move forward. Squad looked tired at the end of the season. We broke the bank for a striker when it starts at the back.,0.7143426,PROBABILITY
DerryIrvine,2018-08-14 02:10:42,Canny be arsed is an understatement the day,0.20693688,PROBABILITY
DerryIrvine,2018-08-12 16:50:10,Only I could come all the way to aberdeen to work for a few weeks and forget to bring my work clothes,0.13184413,PROBABILITY
DerryIrvine,2018-08-07 14:41:11,Fuckin some sort ae pigeon pic.twitter.com/S0fZycNKy4,0.92703164,PROBABILITY
DerryIrvine,2018-08-03 16:38:42,Radio 1 live from Ibiza is making it very hard not to go out,0.16063577,PROBABILITY
DerryIrvine,2018-08-03 15:57:15,Get me to Ibiza now!!!,0.12217136,PROBABILITY
DerryIrvine,2018-07-30 09:12:13,You and your pal coming out the bathroom in a gaff after taking a beaster https://twitter.com/LeanandCuisine/status/1019432153036279809 ...,0.44034705,PROBABILITY
DerryIrvine,2018-07-23 14:10:34,Happy birthday @courtneyblackkk! Hope youve had a good day buddy x,0.054248758,PROBABILITY
DerryIrvine,2018-07-21 03:07:06,Honestly feel like youve been out the whole night with some people and there snapchat storys pit your phone down and enjoy yourself for a minute man,0.13353607,PROBABILITY
DerryIrvine,2018-07-17 17:26:36,Thats the boys booked up accommodation for mint festival again get onnnn!,0.20977253,PROBABILITY
DerryIrvine,2018-07-17 06:07:25,Turning 25 wasn't as bad as I thought it would be,0.09730824,PROBABILITY
DerryIrvine,2018-07-12 12:52:28,Parents....why pic.twitter.com/H5YujglbsR,0.121365875,PROBABILITY
DerryIrvine,2018-07-15 11:36:39,VAR is actually ruining football,0.11553027,PROBABILITY
DerryIrvine,2018-07-11 16:41:43,Lost a fortune but its worth it ENGLANDS GOING HOME,0.048484705,PROBABILITY
DerryIrvine,2018-07-11 16:40:25,Going to watch every second of this post match with all the three numptys in studio! Excuses after excuses ,0.276989,PROBABILITY
DerryIrvine,2018-07-11 15:27:36,YAAAAA BEAUTYYYYYY ,0.37008965,PROBABILITY
DerryIrvine,2018-07-11 13:12:03,Some eh these questions and replys im seeing on ig are brilliant,0.03989049,PROBABILITY
DerryIrvine,2018-07-09 17:06:16,What a want ti know is who actually voted for that wee pleb sam,0.49013945,PROBABILITY
DerryIrvine,2018-07-08 06:42:03,Last thing i needed today was someone slamming into the back eh my car at 50mph,0.1391858,PROBABILITY
DerryIrvine,2018-07-07 16:54:11,Very first penalty and he goes for a dink? No caring what anyone says that should be rocketed as hard as it can,0.38506597,PROBABILITY
DerryIrvine,2018-07-04 15:29:51,This is a dedication to house music,0.0362785,PROBABILITY
DerryIrvine,2018-07-03 15:59:16,CMON ESCOBARS!!,0.5049355,PROBABILITY
DerryIrvine,2018-07-02 17:31:02,Love to bounce joshs head aff a table corner,0.32937443,PROBABILITY
DerryIrvine,2018-07-02 15:55:37,What a game!!,0.06912526,PROBABILITY
DerryIrvine,2017-08-21 05:25:26,This deserves endless RT'spic.twitter.com/97ugF6P5KB,0.104726925,PROBABILITY
DerryIrvine,2018-06-25 16:59:14,Aww buzzing away for payday on thursday and then realising its all away on bills on sunday,0.06013822,PROBABILITY
DerryIrvine,2018-06-25 15:51:57,This VAR is ruining football absolute joke,0.29117516,PROBABILITY
DerryIrvine,2018-06-25 15:30:54,Knackered already and its only monday,0.14616379,PROBABILITY
DerryIrvine,2018-06-21 16:43:29,DID HE JUST DROP AN ELBOW ON A GATOR!? pic.twitter.com/UR0GnIY2AQ,0.21615951,PROBABILITY
DerryIrvine,2018-06-15 17:00:52,See you later ya diddy,0.076023825,PROBABILITY
DerryIrvine,2018-06-15 15:46:14,Ronaldo oyaaa,0.063371055,PROBABILITY
DerryIrvine,2018-06-14 08:19:17,Buzzing to start my new job on monday,0.10013133,PROBABILITY
DerryIrvine,2018-06-14 04:35:32,Happy birthday bro! @leigh_yulexx,0.11910395,PROBABILITY
DerryIrvine,2018-06-12 17:57:29,Eyal defo sniffs people pants,0.5123541,PROBABILITY
DerryIrvine,2018-06-10 12:04:02,Feel old as fuck when kids are asking if you can go into the shop for their fags and drink brings back memories,0.89982957,PROBABILITY
DerryIrvine,2018-06-07 16:25:43,jurassic world was phenomenal ,0.06507493,PROBABILITY
DerryIrvine,2018-06-07 07:36:42,This is the result when builders do the radiators @GBridgeford @mckinlay_calumpic.twitter.com/9uFC5zbb0b,0.2784871,PROBABILITY
DerryIrvine,2018-06-01 05:49:42,See if TITP came back I actually wouldnt even complain about the walk or it being muddy as fuck or about being covered in bodily fluids. Id hop skip and jump right to tht campsite. U actually never know what uve got till its gone x,0.7752648,PROBABILITY
DerryIrvine,2018-05-30 06:32:13, love Scottish crack https://twitter.com/markmurray96/status/1001048714474082305 ...,0.36952096,PROBABILITY
DerryIrvine,2018-05-29 14:09:55,Everytimeee pic.twitter.com/sZEigI0fYd,0.11617674,PROBABILITY
DerryIrvine,2018-05-28 16:23:21,"See these inbreeds that do these ""retweet for good luck"" or ""retweet or you die in 20 minutes"" suck an absolute fat wan",0.87139714,PROBABILITY
DerryIrvine,2018-05-27 04:16:40,someone said this dog was xtina i'm cRYINGpic.twitter.com/JqwGQ49No5,0.27858245,PROBABILITY
DerryIrvine,2018-05-26 17:04:09,Imagine ronaldo not even running to celebrate bales absolutely work of beauty cant argue with his record or  ability but the guys an absolute bell end,0.13851304,PROBABILITY
DerryIrvine,2018-05-23 10:29:04,Disney in the park. Disney everyday. Disney in my sleep. King of the park. This is my life now. One for the tour? Tickets   http://kylefalconer.lnk.to/tour pic.twitter.com/K8qm9XoLAA,0.06386968,PROBABILITY
DerryIrvine,2018-05-19 10:19:39,Bbq and plenty of alcohol,0.06423129,PROBABILITY
DerryIrvine,2018-05-17 13:56:18,Rogic for 5 years!!,0.16550262,PROBABILITY
DerryIrvine,2018-05-17 07:02:17,Brilliant @AWilkie93  show yo selfffff https://twitter.com/cloutboyjojoo/status/995148829476446208 ...,0.2019328,PROBABILITY
DerryIrvine,2018-05-11 23:49:04,this movie scene still the GOATpic.twitter.com/VyrzX2dz1H,0.11075351,PROBABILITY
DerryIrvine,2018-05-16 03:30:10,Canny believe someones tried to break into my van scummy bastards,0.92524046,PROBABILITY
DerryIrvine,2018-05-14 20:46:51,Mon derry sleeeep pal,0.14992887,PROBABILITY
DerryIrvine,2018-05-13 09:33:07,Kittys and society was actually rotten last night the music was a joke,0.5334831,PROBABILITY
DerryIrvine,2018-04-12 13:13:17, yasspic.twitter.com/szpEpCJKBb,0.094462626,PROBABILITY
DerryIrvine,2018-05-11 05:24:00,People who honestly think its awrite to do 40 on the standing stane are pedos,0.7388681,PROBABILITY
DerryIrvine,2018-05-10 14:14:47,Delighted to be at this great club  https://twitter.com/celticfc/status/994638396357300225 ...,0.11064579,PROBABILITY
