user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
realDonaldTrump,Donald J. Trump,1053456620334678016,2018-10-20 01:23:25,/realDonaldTrump/status/1053456620334678016,47549,5201,10667,On my way - see you all shortly! http://Vote.GOP https://twitter.com/realdonaldtrump/status/1053448472156749824 …,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">On my way - see you all shortly! <a class=""twitter-timeline-link"" data-expanded-url=""http://Vote.GOP"" dir=""ltr"" href=""https://t.co/0pWiwCq4MH"" rel=""nofollow noopener"" target=""_blank"" title=""http://Vote.GOP""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">Vote.GOP</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/realdonaldtrump/status/1053448472156749824"" dir=""ltr"" href=""https://t.co/ahDmLiwPZi"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/realdonaldtrump/status/1053448472156749824""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/realdonaldtrum</span><span class=""invisible"">p/status/1053448472156749824</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
realDonaldTrump,Donald J. Trump,1053448472156749824,2018-10-20 00:51:02,/realDonaldTrump/status/1053448472156749824,59524,7037,15115,"WOW - Mesa, Arizona! Look forward to joining everyone soon. Something’s happening!! #MAGApic.twitter.com/z6LNGYoICO","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">WOW - Mesa, Arizona! Look forward to joining everyone soon. Something’s happening!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MAGA?src=hash""><s>#</s><b>MAGA</b></a><img alt=""🇺🇸"" aria-label=""Emoji: Flag of United States"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1fa-1f1f8.png"" title=""Flag of United States""/><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/z6LNGYoICO"">pic.twitter.com/z6LNGYoICO</a></p>"
realDonaldTrump,Donald J. Trump,1053432380860456960,2018-10-19 23:47:06,/realDonaldTrump/status/1053432380860456960,73429,11891,20328,This is what it is all about for the Republican Party! #JobsNotMobspic.twitter.com/8OabccPec5,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">This is what it is all about for the Republican Party! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/JobsNotMobs?src=hash""><s>#</s><b>JobsNotMobs</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/8OabccPec5"">pic.twitter.com/8OabccPec5</a></p>"
realDonaldTrump,Donald J. Trump,1053355470449127424,2018-10-19 18:41:29,/realDonaldTrump/status/1053355470449127424,65767,14797,19536,#JobsNotMobs!pic.twitter.com/U1suRW5j6G,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/JobsNotMobs?src=hash""><s>#</s><b>JobsNotMobs</b></a>!<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/U1suRW5j6G"">pic.twitter.com/U1suRW5j6G</a></p>"
realDonaldTrump,Donald J. Trump,1053338516501889025,2018-10-19 17:34:07,/realDonaldTrump/status/1053338516501889025,88772,23702,24753,"Beto O’Rourke is a total lightweight compared to Ted Cruz, and he comes nowhere near representing the values and desires of the people of the Great State of Texas. He will never be allowed to turn Texas into Venezuela!","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Beto O’Rourke is a total lightweight compared to Ted Cruz, and he comes nowhere near representing the values and desires of the people of the Great State of Texas. He will never be allowed to turn Texas into Venezuela!</p>"
realDonaldTrump,Donald J. Trump,1053336553391452161,2018-10-19 17:26:19,/realDonaldTrump/status/1053336553391452161,74597,14645,31731,Secretary of State Mike Pompeo was never given or shown a Transcript or Video of the Saudi Consulate event. FAKE NEWS!,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Secretary of State Mike Pompeo was never given or shown a Transcript or Video of the Saudi Consulate event. FAKE NEWS!</p>"
realDonaldTrump,Donald J. Trump,1053285828892463109,2018-10-19 14:04:45,/realDonaldTrump/status/1053285828892463109,101284,28135,19065,"When referring to the USA, I will always capitalize the word Country!","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">When referring to the USA, I will always capitalize the word Country!</p>"
realDonaldTrump,Donald J. Trump,1053285341610668034,2018-10-19 14:02:49,/realDonaldTrump/status/1053285341610668034,42758,2897,10781,Congressman Andy Biggs is doing a great job for Arizona and our Country!https://twitter.com/repandybiggsaz/status/1053280612654534657 …,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Congressman Andy Biggs is doing a great job for Arizona and our Country!<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/repandybiggsaz/status/1053280612654534657"" dir=""ltr"" href=""https://t.co/V561vXRpzx"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/repandybiggsaz/status/1053280612654534657""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/repandybiggsaz</span><span class=""invisible"">/status/1053280612654534657</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
realDonaldTrump,Donald J. Trump,1053124336637247493,2018-10-19 03:23:02,/realDonaldTrump/status/1053124336637247493,94761,17619,28664,#JobsNotMobs!,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/JobsNotMobs?src=hash""><s>#</s><b>JobsNotMobs</b></a>!</p>"
realDonaldTrump,Donald J. Trump,1053121500151074817,2018-10-19 03:11:46,/realDonaldTrump/status/1053121500151074817,73601,10456,21599,"Jon Tester says one thing to voters and does the EXACT OPPOSITE in Washington. Tester takes his orders form Pelosi & Schumer. Tester wants to raise your taxes, take away your 2A, open your borders, and deliver MOB RULE. Retire Tester & Elect America-First Patriot Matt Rosendale!","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Jon Tester says one thing to voters and does the EXACT OPPOSITE in Washington. Tester takes his orders form Pelosi &amp; Schumer. Tester wants to raise your taxes, take away your 2A, open your borders, and deliver MOB RULE. Retire Tester &amp; Elect America-First Patriot Matt Rosendale!</p>"
realDonaldTrump,Donald J. Trump,1053102147888328704,2018-10-19 01:54:52,/realDonaldTrump/status/1053102147888328704,43304,5121,11258,"Thank you Missoula, Montana. Get out and VOTE for @MattForMontana and @GregForMontana!! #MAGA
https://www.facebook.com/DonaldTrump/videos/442136172980425/ …pic.twitter.com/nEndInSOhw","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Thank you Missoula, Montana. Get out and VOTE for <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1376252790"" dir=""ltr"" href=""/MattForMontana""><s>@</s><b>MattForMontana</b></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3420965229"" dir=""ltr"" href=""/GregForMontana""><s>@</s><b>GregForMontana</b></a>!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MAGA?src=hash""><s>#</s><b>MAGA</b></a><img alt=""🇺🇸"" aria-label=""Emoji: Flag of United States"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1fa-1f1f8.png"" title=""Flag of United States""/>
<a class=""twitter-timeline-link"" data-expanded-url=""https://www.facebook.com/DonaldTrump/videos/442136172980425/"" dir=""ltr"" href=""https://t.co/6XgaceUu1e"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.facebook.com/DonaldTrump/videos/442136172980425/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">facebook.com/DonaldTrump/vi</span><span class=""invisible"">deos/442136172980425/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/nEndInSOhw"">pic.twitter.com/nEndInSOhw</a></p>"
realDonaldTrump,Donald J. Trump,1053076069564071936,2018-10-19 00:11:14,/realDonaldTrump/status/1053076069564071936,67009,10242,17198,"The only thing keeping Tester alive is he has millions and millions of dollars from outside liberals and leftists, who couldn’t care less about our Country!","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The only thing keeping Tester alive is he has millions and millions of dollars from outside liberals and leftists, who couldn’t care less about our Country!</p>"
realDonaldTrump,Donald J. Trump,1053074465150578688,2018-10-19 00:04:52,/realDonaldTrump/status/1053074465150578688,59920,5643,13368,"Will be landing soon. Looking forward to seeing our next Senator from Montana, Matt Rosendale. He will represent our Country well, far better than Jon Tester who will vote with Cryin’ Chuck Schumer and Nancy Pelosi - never with us!","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Will be landing soon. Looking forward to seeing our next Senator from Montana, Matt Rosendale. He will represent our Country well, far better than Jon Tester who will vote with Cryin’ Chuck Schumer and Nancy Pelosi - never with us!</p>"
realDonaldTrump,Donald J. Trump,1053070661302669312,2018-10-18 23:49:45,/realDonaldTrump/status/1053070661302669312,45650,3677,13496,Prime Minister @AbeShinzo of Japan has been working with me to help balance out the one-sided Trade with Japan. These are some of the investments they are making in our Country - just the beginning!pic.twitter.com/ib2yB3Akkt,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Prime Minister <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""468122115"" dir=""ltr"" href=""/AbeShinzo""><s>@</s><b>AbeShinzo</b></a> of Japan has been working with me to help balance out the one-sided Trade with Japan. These are some of the investments they are making in our Country - just the beginning!<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ib2yB3Akkt"">pic.twitter.com/ib2yB3Akkt</a></p>"
realDonaldTrump,Donald J. Trump,1053056054295113728,2018-10-18 22:51:42,/realDonaldTrump/status/1053056054295113728,76751,6279,22047,"Thank you Mexico, we look forward to working with you!https://twitter.com/karlazabs/status/1052589131732267009 …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Thank you Mexico, we look forward to working with you!<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/karlazabs/status/1052589131732267009"" dir=""ltr"" href=""https://t.co/wf7sE0DHFT"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/karlazabs/status/1052589131732267009""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/karlazabs/stat</span><span class=""invisible"">us/1052589131732267009</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
realDonaldTrump,Donald J. Trump,1053033702253424640,2018-10-18 21:22:53,/realDonaldTrump/status/1053033702253424640,51130,5161,13755,Look forward to being there. Something’s happening! #MAGAhttps://twitter.com/MattForMontana/status/1052984302357508096 …,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Look forward to being there. Something’s happening! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MAGA?src=hash""><s>#</s><b>MAGA</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/MattForMontana/status/1052984302357508096"" dir=""ltr"" href=""https://t.co/Cev7giQexE"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/MattForMontana/status/1052984302357508096""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/MattForMontana</span><span class=""invisible"">/status/1052984302357508096</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
realDonaldTrump,Donald J. Trump,1053013864244219904,2018-10-18 20:04:03,/realDonaldTrump/status/1053013864244219904,65115,20303,25596,"Can you believe this, and what Democrats are allowing to be done to our Country?pic.twitter.com/4aDpASkjIU","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Can you believe this, and what Democrats are allowing to be done to our Country?<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/4aDpASkjIU"">pic.twitter.com/4aDpASkjIU</a></p>"
realDonaldTrump,Donald J. Trump,1053008701026693122,2018-10-18 19:43:32,/realDonaldTrump/status/1053008701026693122,89980,27149,25579,"All Republicans support people with pre-existing conditions, and if they don’t, they will after I speak to them. I am in total support. Also, Democrats will destroy your Medicare, and I will keep it healthy and well!","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">All Republicans support people with pre-existing conditions, and if they don’t, they will after I speak to them. I am in total support. Also, Democrats will destroy your Medicare, and I will keep it healthy and well!</p>"
realDonaldTrump,Donald J. Trump,1052964059056885760,2018-10-18 16:46:09,/realDonaldTrump/status/1052964059056885760,39775,5916,9726,"See you tonight Missoula, Montana! #MAGARallyhttps://www.donaldjtrump.com/rallies/mt-oct-2018/?utm_medium=web&utm_source=djt_web&utm_content=rally_list …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">See you tonight Missoula, Montana! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MAGARally?src=hash""><s>#</s><b>MAGARally</b></a><img alt=""🇺🇸"" aria-label=""Emoji: Flag of United States"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1fa-1f1f8.png"" title=""Flag of United States""/><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.donaldjtrump.com/rallies/mt-oct-2018/?utm_medium=web&amp;utm_source=djt_web&amp;utm_content=rally_list"" dir=""ltr"" href=""https://t.co/2HZ66y4BS7"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.donaldjtrump.com/rallies/mt-oct-2018/?utm_medium=web&amp;utm_source=djt_web&amp;utm_content=rally_list""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">donaldjtrump.com/rallies/mt-oct</span><span class=""invisible"">-2018/?utm_medium=web&amp;utm_source=djt_web&amp;utm_content=rally_list</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
realDonaldTrump,Donald J. Trump,1052950726907969536,2018-10-18 15:53:10,/realDonaldTrump/status/1052950726907969536,33926,4733,8599,.@StateDept @SecPompeo outside of the West Wing after our meeting this morning in the Oval Office...pic.twitter.com/4GrmMdOhS1,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">.<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""9624742"" dir=""ltr"" href=""/StateDept""><s>@</s><b>StateDept</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""988573326376427520"" dir=""ltr"" href=""/SecPompeo""><s>@</s><b>SecPompeo</b></a> outside of the West Wing after our meeting this morning in the Oval Office...<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/4GrmMdOhS1"">pic.twitter.com/4GrmMdOhS1</a></p>"
realDonaldTrump,Donald J. Trump,1052947510271111170,2018-10-18 15:40:23,/realDonaldTrump/status/1052947510271111170,35382,5674,7524,"...the Crown Prince. He is waiting for the results of the investigations being done by the Saudis and Turkey, and just gave a news conference to that effect.","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">...the Crown Prince. He is waiting for the results of the investigations being done by the Saudis and Turkey, and just gave a news conference to that effect.</p>"
realDonaldTrump,Donald J. Trump,1052947507238658049,2018-10-18 15:40:23,/realDonaldTrump/status/1052947507238658049,42285,3240,8992,"Secretary of State Mike Pompeo returned last night from Saudi Arabia and Turkey. I met with him this morning wherein the Saudi situation was discussed in great detail, including his meeting with...","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Secretary of State Mike Pompeo returned last night from Saudi Arabia and Turkey. I met with him this morning wherein the Saudi situation was discussed in great detail, including his meeting with...</p>"
