username,time,tweet
MsShannonGibbs,2015-01-02 21:14:20,@PhildoBangnz @Wavinator @Totalbiscuit nah... just me being me
MsShannonGibbs,2015-01-02 19:25:40,@Jerakal @theLEOpirate @Totalbiscuit that's me and no I haven't lol
MsShannonGibbs,2015-01-02 18:48:13,@IonCaron @Totalbiscuit it was a birthday gift that day. I keep it hung up.
MsShannonGibbs,2015-01-02 18:47:07,@Quatroking @Totalbiscuit @randomfox @infinitechan I have a scooter actually. Just need to get a new battery because the old one died
MsShannonGibbs,2015-01-02 18:42:47,@ColdSpringWater @Totalbiscuit my problem is I can't feel the buttons. If the game isn't too fast paced I can look at my hands & I'm fine
MsShannonGibbs,2015-01-02 13:38:46,@Tienajk nope XD
MsShannonGibbs,2015-01-02 13:22:07,@garsedj thank you
MsShannonGibbs,2015-01-02 13:19:49,@UnitedStatesSC sounded like one *shrug*
MsShannonGibbs,2015-01-02 13:18:36,@GoodGuyGGate @Totalbiscuit yeah you could say that
MsShannonGibbs,2015-01-02 08:35:38,@kawaiisarusrex @AnAnonIsFineToo @ShamisOMally I'm way Irish I guess? *Shrug*
MsShannonGibbs,2015-01-02 08:30:31,@AnAnonIsFineToo @kawaiisarusrex @ShamisOMally Whiskey please!
MsShannonGibbs,2015-01-02 08:18:35,@CaptHat211 @AnAnonIsFineToo haha true!
MsShannonGibbs,2015-01-02 08:17:39,@ZeroNumerous @rhowlingcoyote thank you!!!!
MsShannonGibbs,2015-01-02 08:16:40,@Logan_671 the above I actually play myself though
MsShannonGibbs,2015-01-02 08:14:52,@Logan_671 God of War Rock Band old NES SEGA Game Gear games. PS3. Because my hands don't work I usually just watch my fiance play (2/2)
MsShannonGibbs,2015-01-02 08:11:35,@Logan_671 with my disability it's actually hard to play a lot of games because my hands don't work well. Portal Lego LOTR (1/2)
MsShannonGibbs,2015-01-02 08:06:23,@Logan_671 thank you!
MsShannonGibbs,2015-01-02 08:05:39,@MattTarrant @angusmacferretpic.twitter.com/KvP6qUnmcA
MsShannonGibbs,2015-01-02 08:03:33,Totally having a Portal wedding in a month! #GamerGate #TheCakeIsALie #noregretspic.twitter.com/XLp3nzkDsy
MsShannonGibbs,2015-01-02 07:12:31,@Sl_CarboN ...
MsShannonGibbs,2015-01-02 07:10:57,@Sl_CarboN be like what?
MsShannonGibbs,2015-01-02 07:02:58,@techwarriorz @NorBdelta @Totalbiscuit nah just being me
MsShannonGibbs,2015-01-02 05:43:50,@MalcolmHex hahaha
MsShannonGibbs,2015-01-02 05:41:24,#feministkilljoy #GamerGate #NotYourShield #WomenAgainstFeminism #AntiSJW #AntiGamer #FullMcIntoshpic.twitter.com/hzStW6k9kk
MsShannonGibbs,2015-01-02 05:35:40,@BackToTheBlade @Totalbiscuit haha true story!
MsShannonGibbs,2015-01-02 05:31:29,@BackToTheBlade @Totalbiscuit well thank you! (I have trouble accepting compliments. I'm awkward)
MsShannonGibbs,2015-01-02 05:24:11,@BackToTheBlade @Totalbiscuit aww thank you! You're too sweet!
MsShannonGibbs,2015-01-02 05:14:05,@scareduck @TamedInsanity @IFLScience yes! I saw an opportunity and I rolled with it
MsShannonGibbs,2015-01-02 05:11:46,@DBZNappa you're my hero
MsShannonGibbs,2015-01-02 05:08:57,@TamedInsanity @scareduck @IFLScience. No... It's over 9000 levels of stupidpic.twitter.com/HBwSirXsqe
MsShannonGibbs,2015-01-02 05:02:42,@scareduck @TamedInsanity @IFLScience also annoying
MsShannonGibbs,2015-01-02 04:53:51,@GreatDetective0 no I'm the lucky one I assure you
MsShannonGibbs,2015-01-02 04:48:33,@GreatDetective0 I'm too engaged for a flirt! ;D
MsShannonGibbs,2015-01-02 04:47:30,@nightsavior @Totalbiscuit thanks!
MsShannonGibbs,2015-01-02 04:46:14,@GreatDetective0 nah I love my #GamerGate friends
MsShannonGibbs,2015-01-02 04:45:24,@NotPeoriaMayor @CHOBITCOIN @MurraySwe @Totalbiscuitpic.twitter.com/vPzUb0P0zr
MsShannonGibbs,2015-01-02 04:44:42,@rhielovesyouami @Totalbiscuit it was a birthday gift
MsShannonGibbs,2015-01-02 04:43:44,@GreatDetective0 well thank you then: )
MsShannonGibbs,2015-01-02 04:43:06,@LetsRockBaby2 @CHOBITCOIN @mundanematt @Sargon_of_Akkad and LA!
MsShannonGibbs,2015-01-02 04:42:32,@GreatDetective0 sarcastic or genuine?  I can never tell
MsShannonGibbs,2015-01-02 04:39:46,@FraaankSalazar @CHOBITCOIN @mundanematt @Sargon_of_Akkad woof...
MsShannonGibbs,2015-01-02 04:34:45,@ObeliskDR @UniversityWatc1 @mundanematt @Sargon_of_Akkad my bad!
MsShannonGibbs,2015-01-02 04:22:41,@NY_Lights you too!
MsShannonGibbs,2015-01-02 04:22:02,Hahaha! @mundanematt @Sargon_of_Akkad #GamerGate #NotYourShield #WomenAgainstFeminism #AntiSJWpic.twitter.com/K5nVZEDnpm
MsShannonGibbs,2015-01-02 03:15:35,@Noin007 @Exxthus @Totalbiscuit thanks!
MsShannonGibbs,2015-01-02 02:50:43,@HITMark5 no prob!
MsShannonGibbs,2015-01-02 02:42:44,@realjusticejord Christopher Hitchens
MsShannonGibbs,2015-01-02 01:33:14,Priorities from #FullMcIntosh! #GamerGate #NotYourShield #AntiSJW #WomenAgainstFeminismpic.twitter.com/4RAO3ZSavf
MsShannonGibbs,2015-01-02 01:12:40,They can't even make it 1 day into 2015 without making asses of themselves! #GamerGate #UnsubTB #NotYourShieldpic.twitter.com/O8HKx8a7ec
MsShannonGibbs,2015-01-02 01:03:29,@Chimaera70 @Chartoc @Totalbiscuit he'll yeah!
MsShannonGibbs,2015-01-02 00:58:17,@tjbierschbach @Redbob86 @Totalbiscuit with how tight they are they're hard for anyone to pull off! (Hahaha double meaning)
MsShannonGibbs,2015-01-02 00:54:45,"@tjbierschbach @Redbob86 @Totalbiscuit Thanks! I got my ""kickin' SJW ass"" gear on! #GamerGate #NotYourShield #WomenAgainstFeminism"
MsShannonGibbs,2015-01-02 00:43:41,@MurraySwe @Totalbiscuit HAHAHA! XDpic.twitter.com/mGTA9w9zOq
MsShannonGibbs,2015-01-02 00:39:57,@OmniUke @Totalbiscuit haha your senses are accurate!
MsShannonGibbs,2015-01-02 00:34:08,Just like how careless SJWs spread hate and bile! I love what #GamerGate has done with #UnsubTB!#NotYourShieldpic.twitter.com/umj64YYuHs
MsShannonGibbs,2015-01-02 00:22:20,Even though tuberculosis is almost a non-issue here in the US it's still a major problem worldwide! Please #UnsubTBpic.twitter.com/IkXZUkOF4C
MsShannonGibbs,2015-01-02 00:06:21,@FatherVirgil twas a birthday gift: )
MsShannonGibbs,2015-01-02 00:03:20,@dalegoodridge @Noin007 done
MsShannonGibbs,2015-01-01 23:57:10,@dalegoodridge @Noin007 I don't like that it wants my password
MsShannonGibbs,2015-01-01 23:48:34,@Totalbiscuit this disabled gamer thanks you and stands (Sits?) behind you 100%! #GamerGate #NotYourShield #AntiSJWpic.twitter.com/HWaHCr8OzZ
MsShannonGibbs,2015-01-01 23:39:03,@dalegoodridge Idk what that is
MsShannonGibbs,2015-01-01 23:18:09,@dalegoodridge looks good to me
MsShannonGibbs,2015-01-01 22:37:21,@dalegoodridge ok: )
MsShannonGibbs,2015-01-01 22:34:49,@dalegoodridge I'm no good at this stuff lol
MsShannonGibbs,2015-01-01 22:30:44,@dalegoodridge I still haven't set one up #confusing
MsShannonGibbs,2015-01-01 21:42:11,Exactly!  #shirtgate #GamerGate #WomenAgainstFeminism #AntiSJWpic.twitter.com/PcZWGnNjRM
MsShannonGibbs,2014-12-29 19:16:38,@McClain142 @EugeneSZ you aren't laughing you're complaining and whining and therefore butthurt
MsShannonGibbs,2014-12-29 19:14:21,@EugeneSZ @McClain142 thanks sir. He's just looking for things to be butthurt about
MsShannonGibbs,2014-12-29 19:11:41,@Liberal_Lunacy you being the one person whining about a meme on the internet is not going to stop #GamerGate I don't care about your feels!
MsShannonGibbs,2014-12-29 19:10:01,@Liberal_Lunacy the character is accurate seeing as she is money-grubbing got almost $160000 and hasn't done anything with it really
MsShannonGibbs,2014-12-29 19:07:05,@McClain142 well seeing as you're the 1 getting butthurt about it I think you're the only 1 that cares #muhfeels #NotYourShield #GamerGate
MsShannonGibbs,2014-12-29 19:00:32,@McClain142 and yes I know it's based on old antisemitic drawings but I still find it funny because she has a huge nose and so does this
MsShannonGibbs,2014-12-29 19:00:05,@McClain142 I don't think she's Hebrew or Jewish. I am though. Giant nose and all so this caricature doesn't bother me
MsShannonGibbs,2014-12-29 08:08:30,Will always be a favorite!  #GamerGate #NotYourShield #antigamer #WomenAgainstFeminismpic.twitter.com/rmjuZ2YIhk
MsShannonGibbs,2014-12-29 07:06:49,@LetsRockBaby2 @Fearghul @DatchetTGD hence the origins of #GamerGate
MsShannonGibbs,2014-12-29 07:03:16,@LetsRockBaby2 @Fearghul @DatchetTGD helps yeah
MsShannonGibbs,2014-12-29 06:50:13,@LetsRockBaby2 @DatchetTGD I just looked. Based in NYC. Since you brought it up here is thispic.twitter.com/syLyNKDngr
MsShannonGibbs,2014-12-29 06:45:05,@LetsRockBaby2 @DatchetTGD probably San Francisco
MsShannonGibbs,2014-12-29 06:43:54,@LetsRockBaby2 @DatchetTGD I thought US
MsShannonGibbs,2014-12-29 06:37:28,@LetsRockBaby2 @DatchetTGD haha I'd say they're about as bad
MsShannonGibbs,2018-10-18 21:56:49,It was my one year old's so no
MsShannonGibbs,2018-10-18 21:31:09,Nah. A playyardpic.twitter.com/ntJOZf3FNe
MsShannonGibbs,2018-10-18 20:08:16,Maybe
MsShannonGibbs,2018-10-18 20:04:25,To try to sell something on Craigslist or not...pic.twitter.com/Nw55LRqMB1
MsShannonGibbs,2018-10-18 20:03:11,It's gotten thousands of people off of opioids. I take it for pain
MsShannonGibbs,2018-10-18 16:11:51,I liked a @YouTube video http://youtu.be/6CyArInWfzY?a  I SPENT $700 ON BAD LUXURY MAKEUP ...
MsShannonGibbs,2018-10-18 08:28:56,http://YouTube.com/c/UnderTheVeil 
MsShannonGibbs,2018-10-18 05:59:13,I haven't
MsShannonGibbs,2018-10-18 05:58:15,Many ppl don't get mine on my main Channel or my new horror Channel
MsShannonGibbs,2018-10-18 03:23:50,I'm ok
MsShannonGibbs,2018-10-18 03:23:31,Yeah just hurt
MsShannonGibbs,2018-10-17 16:50:20,I just want everyone who contributed to know that my bulk shipment of Kratom has come in. I'm not going to advertise how much or how little I got because you know legal reasons. Thank you everyone so much for your help. Here's the kitty tripping balls. (Which kratom doesn't do)pic.twitter.com/40e1AN2cRI
MsShannonGibbs,2018-10-16 19:04:33,My eyes are 100% naturalhttps://twitter.com/rev_lou/status/1052271017551249408 ...
MsShannonGibbs,2018-10-16 18:12:14,I'm sorry    #UnderTheVeilpic.twitter.com/nLCTqlt0sL
MsShannonGibbs,2018-10-15 22:24:37,Seriously... Why? AND SASSY CAT!!! #Cats #siamesecat #Wtf https://www.instagram.com/p/Bo-GamRgfoF/?utm_source=ig_twitter_share&igshid=11auueqaunx3m ...
MsShannonGibbs,2018-10-15 20:05:47,Apparently @ScottGottliebMD is the SOB targeting state's boards of pharmacy to make #Kratom illegal. Thanks to Kratom I'm off narcotic pain killers & out of pain enough to do PT & might walk again for the first time in a decade. I want you to see who you're hurting. My family.pic.twitter.com/vNB2XspHwf
MsShannonGibbs,2018-10-15 15:42:07,FINAL HOUR! Anyone donating to my PayPal in the next hour will get any perk from my patreon. The state of Ohio is making my chronic pain medication (#Kratom) illegal. It's probably the reason I might walk again. Please help me stock up. #KeepKratomLegalhttps://www.paypal.me/liberallunacy pic.twitter.com/LaaWR1bdru
MsShannonGibbs,2018-10-15 03:05:48,"I wonder if @TheGoodDeath will comment. ""Remains of 11 babies found in ceiling of former Detroit funeral home""https://twitter.com/i/events/1051514087127973895 ..."
MsShannonGibbs,2018-10-15 03:01:12,LAST DAY! Anyone donating to my Paypal before Oct 15th will get any perk from my patreon. The state of Ohio is making my chronic pain medication (#Kratom) illegal. It's probably the reason I might walk again. Please help me stock up. #KeepKratomLegalhttps://www.paypal.me/liberallunacy pic.twitter.com/i1VQ6rUwu2
MsShannonGibbs,2018-10-15 02:59:08,Hey @TheMercedesXXX PLEASE check your DMs. (Unrelated cute baby)pic.twitter.com/sgdzjFCEnR
MsShannonGibbs,2018-10-15 02:04:05,Nevermind I found it
MsShannonGibbs,2018-10-15 01:56:02,Hey @zach_m_s @MichaelBePetty @WiLLoDavisRocks @mustbepear @_Omegon_ which video is this from? Beard she admits to being abusive to Becky when she won't get her food? I've just never seen the whole thing and I wanted topic.twitter.com/RQ0ecjUsR1
MsShannonGibbs,2018-10-15 00:43:26,Last day! I'm making my bulk order tomorrow! Thank you so much everyone for the help https://twitter.com/MsShannonGibbs/status/1051570703902920705 ...
MsShannonGibbs,2018-10-15 00:02:21,Sick. I can understand having a parallel culture to be inclusive for people with a disability like that but keeping the child disabled just to keep them in that in group is completely disgusting. It's like Munchausen by proxy
MsShannonGibbs,2018-10-14 23:57:52,I wouldn't be surprised
MsShannonGibbs,2018-10-14 23:57:25,I know you would've cured me if you had the opportunity
MsShannonGibbs,2018-10-14 23:56:33,No I've seen it from deaf people I've met
MsShannonGibbs,2018-10-14 23:55:38,So they'd resent their children if born hearing I suppose?
MsShannonGibbs,2018-10-14 23:45:03,I've seen this mentality from many deaf people. I don't get it.I would be so grateful if my parents could have chosen to have my disability cured as a baby. As a parent I would do anything to allow my kids to live without more barriers. This seems selfishpic.twitter.com/dFZqYBW7SH
MsShannonGibbs,2018-10-14 21:50:33,Yep
MsShannonGibbs,2018-10-14 21:28:37,New video:https://youtu.be/DMh2Xp0em7M 
MsShannonGibbs,2018-10-14 20:30:40,90 caloriespic.twitter.com/XYfjid9O5L
MsShannonGibbs,2018-10-14 20:29:27,LAST DAY! Anyone who donates to my Paypal before Oct 15th will get any perk from my patreon. The state of Ohio is making my chronic pain medication (#Kratom) illegal. It's probably the reason I might walk again. Please help me stock up. #KeepKratomLegalhttps://www.paypal.me/liberallunacy pic.twitter.com/FyYEZdtY96
