username,time,tweet
Cedrick6631,2017-07-14 12:37:30,Just want to say good morning Mr. Donald Trump u doing a great job in the White House ha ha I'm just playing with u u not Doing want to will
Cedrick6631,2017-07-14 12:34:29,Good morning good morning to all you stupid stinking ass motherfucker hope everyone have a great day at school today
Cedrick6631,2017-07-13 22:06:42,I Can't take it anymorepic.twitter.com/6L49GpZKme
Cedrick6631,2017-07-12 22:26:22,Yes
Cedrick6631,2017-07-12 21:28:41,Make sure you stop what you're doing and follow your boy On IG and win a free jug of milk Cedrick66
Cedrick6631,2017-07-12 21:26:50,If I let you touch my dick can you clip my toenails
Cedrick6631,2017-07-12 21:26:27,Good afternoon to all you stupid motherfuckers I don't like you bitch motherfucker damn asshole whole shit
Cedrick6631,2017-07-12 01:31:21,Stop what you're doing and go show some love on IG her name is vadorcialpic.twitter.com/LMtfSL9IeW
Cedrick6631,2017-07-12 01:27:11,I don't give a fuck about nun anymore
Cedrick6631,2017-07-12 01:20:10,Just sitting here crying they saying my little niece got to have surgery on her brain
Cedrick6631,2017-07-11 13:48:21,So hungry right now if I let you suck my dick could you buy me a pack of chicken
Cedrick6631,2017-07-11 13:47:57,Wake up this morning so damn hungry I haven't ate anything since last Tuesday
Cedrick6631,2017-07-11 04:20:14,Fuck you fuck you stupid motherfucker
Cedrick6631,2017-07-10 02:01:54,Chilling with my little Nigge we bout to go fuck something uppic.twitter.com/uCK8VrrPcA
Cedrick6631,2017-07-09 19:28:20,What's wrong with it everybody else responded back
Cedrick6631,2017-07-09 13:36:17,Good morning good morning you fucking nobody
Cedrick6631,2017-07-09 04:22:32,Me and my little man about to step out tonightpic.twitter.com/rwnD4YYXHt
Cedrick6631,2017-07-09 03:39:34,If you suck my dick I would buy you a funnel cake
Cedrick6631,2017-07-09 03:36:25,It is so fucking dumb ass board
Cedrick6631,2017-07-08 17:30:17,@sorryimalex what's up bro I'm about to pull up at your house you ready
Cedrick6631,2017-07-08 17:25:17,My last post I said do not like the picture retweet it I'm not playing I will fucking block youpic.twitter.com/zPyaaOHpxl
Cedrick6631,2017-07-08 17:15:55,I said 2000 people retweet this picture I didn't say like this next person like I'm gonna block you trying to get more followers on IGpic.twitter.com/snwDss8hC6
Cedrick6631,2017-07-08 17:09:54,Smh
Cedrick6631,2017-07-08 17:02:26,Go show your boy some love on IG I want this to be retweet 2000 times Cedrick66
Cedrick6631,2017-07-08 12:39:56,It been three years since I found out I wasn't mix and it still hurtspic.twitter.com/Wkd3bbTbxA
Cedrick6631,2017-07-08 12:27:37,Applesauce applesauce applesauce I fucking love Applesauce I love the way it taste Yum Yum Yum applesauce applesauce I it in the morning
Cedrick6631,2018-03-04 17:52:42,I'll be fresh as hell if you don't like me you can suck my black dick I wear a size 12 but I have a little dickpic.twitter.com/bJVnXscPR7
Cedrick6631,2018-03-02 15:41:19,Good morning you dumbass motherfuckers ha ha ha ha
Cedrick6631,2018-03-01 16:45:50,Today is my daddy birthday and he called and told me that what the fuck you want me to do about it you haven't done shit for me you stupid motherfucker leave me the fuck alone stay the fuck out of my goddamn life
Cedrick6631,2018-03-01 01:53:39,I just want somebody to juggle my ballspic.twitter.com/dbsAmbzolz
Cedrick6631,2018-02-26 13:31:39,She told me my dick taste like salt I hope you don't have high cholesterol
Cedrick6631,2018-02-26 13:30:38,Good morning motherfuckers get your dumbass up and get ready for school you stupid little bitch
Cedrick6631,2018-02-23 21:23:24,It is the weekend you stupid motherfuckers turn up
Cedrick6631,2018-02-22 13:46:14,Damn motherfucking Grandma got locked the fuck up last night for jaywalking I told her about that shit
Cedrick6631,2018-02-22 01:19:09,Fuck all of y'all all y'all can go suck a fucking goldfish dick
Cedrick6631,2018-02-21 22:29:56,What the hell going on out herepic.twitter.com/BzJkjkGwTP
Cedrick6631,2018-02-21 03:24:40,Lolpic.twitter.com/H19uAsf00o
Cedrick6631,2018-02-21 02:57:27,Mega faggotpic.twitter.com/sEuGvmX3Z1
Cedrick6631,2018-02-20 04:58:03,I'm not sleepy I think I'm going to set up a little while and play with my dick my dick with like a dark gobble
Cedrick6631,2018-02-20 04:54:36,Good night motherfuckers don't let the dick bugs bite
Cedrick6631,2018-02-19 14:26:13,Tell y'all something that feels good to jack your dick with Jack your dick with some cranberry sauce
Cedrick6631,2018-02-17 13:54:15,pic.twitter.com/rmZiES08am
Cedrick6631,2018-02-16 22:48:50,Damn I can't believe I use the fucking bathroom on myself
Cedrick6631,2018-02-16 02:25:27,go buy a can of Spam and cut a little hole in it put your dick in it that would be one of the best nut you ever get that shit make your toes curl
Cedrick6631,2018-02-16 02:03:36,When your girl don't want to give you any pussy stick your dick in a Fruitloop
Cedrick6631,2018-02-16 02:00:17,I never know how good that feels when a girl far on your dick
Cedrick6631,2018-02-15 16:57:06,I want to know is you're going give me my damn followers back had 100 K followers I am ugly as hell I had to work hard for them followers
Cedrick6631,2018-02-15 15:51:11,Riding down the road just realize how much I miss vinepic.twitter.com/vXU2Zp7tnR
Cedrick6631,2018-02-15 03:52:11,A little too earlypic.twitter.com/toLsmqMvGh
Cedrick6631,2018-02-15 03:50:38,Man I beat my meat seven times today end it look like it got a little longer I think I might stretch it out
Cedrick6631,2018-02-15 03:49:33,Well guess I play with my Little corn bread and go to sleep
Cedrick6631,2018-02-14 23:22:19,Fuck Valentine's Daypic.twitter.com/dUCKrX31kI
Cedrick6631,2018-02-14 17:21:19,All I want for valentine day for somebody to slap my dick I don't give a shit about the Bears I don't give a shit about the candy or the fucking cards I just want the pussy bitch
Cedrick6631,2018-02-14 17:17:25,Hell yes
Cedrick6631,2018-02-14 16:26:01,Fuck you fuck you fuck you fuck you fuck you fuck you don't like Valentine day if you're not sucking his black dick we don't have shit to talk about fuck you fuck you fuck you fuck you just another fucking day we not about to light no fucking candles it is nothing romance
Cedrick6631,2018-02-14 16:22:34,I don't see the fucking point Valentine one fucking day you spent 300 $400 tomorrow y'all be fussing shit you're probably be pregnant Fuck you valentine I don't like you stupid ass balloons stupid ass candy a stupid ass card bitch I'm not about to buy you know promise ring
Cedrick6631,2018-02-14 15:56:11,Fuck Valentine's Day got no time to be by no damn balloon no fucking bear no fucking candy bitch you better get over here suck this valentine day dick
Cedrick6631,2018-02-14 12:41:19,I don't have to spend any money this year because I don't have a valentine I'm gonna beat my meat as usual I don't got to worry about getting nobody fucking pregnant going to beat my meat wipe it off with some tissue and flush it down the stew
Cedrick6631,2018-02-14 12:39:18,Well today is fucking valentine day a lot of y'all stupid bitches going to end up pregnant but hey who gives a fuck
Cedrick6631,2018-02-13 23:40:08,Like in retweetpic.twitter.com/PaUu7Ez1M3
Cedrick6631,2018-02-13 23:24:20,This is how you know girl got some good pussy if she got dirt in between her toenails she got some good ass pussy
Cedrick6631,2018-02-13 22:46:33,Something Else that feel good when your girl don't want to give you any pussy like I said don't cheat on her that's not right put your dick between a omelette One of the best nut you ever had
Cedrick6631,2018-02-13 22:42:35,Valentines is for love I don't need love fuck love I want to be by myself on Valentines I am going to put my dick in a Chalupa With extra meat that is all the nut I need
Cedrick6631,2018-02-13 19:42:42,Man fuck valentine day I don't need no fucking valentine most likely I'm probably going to beat my damn meat
